Breed,Gender,Age_time_of_death,Height,Weight,Likes,Skills
Doberman Pinscher,Female,10.8,26.69,70.77,likes_people_better_than_dogs,high_trainability
Barbet,Male,12.6,21.35,50.5,likes_dogs_better_than_people,no_special_skills
Beagle,Male,12.2,14.61,17.99,likes_dogs_better_than_people,no_special_skills
Golden Retriever,Male,11.7,23.56,68.66,likes_everybody,high_trainability
Barbet,Female,12.8,20.61,50.86,likes_dogs_better_than_people,no_special_skills
Giant Schnauzer,Male,13.0,26.32,70.51,likes_dogs_better_than_people,high_trainability
Rhodesian Ridgeback,Female,10.8,26.54,70.0,likes_people_better_than_dogs,no_special_skills
Tibetan Mastiff,Female,11.3,26.8,99.55,likes_dogs_better_than_people,no_special_skills
Barbet,Male,12.6,21.35,45.21,likes_dogs_better_than_people,no_special_skills
Australian Shepherd,Male,13.6,21.26,57.51,likes_people_better_than_dogs,high_trainability
Rottweiler,Male,9.5,25.68,121.33,likes_dogs_better_than_people,high_trainability
Great Dane,Male,8.2,31.15,153.87,likes_dogs_better_than_people,no_special_skills
Border Collie,Male,13.3,20.79,43.15,likes_people_better_than_dogs,high_trainability
American Bulldog,Male,11.5,25.04,90.67,likes_dogs_better_than_people,no_special_skills
Giant Schnauzer,Male,13.6,26.31,61.17,likes_dogs_better_than_people,high_trainability
Pug,Female,14.0,11.25,14.89,likes_people_better_than_dogs,no_special_skills
Basset Hound,Male,12.7,12.77,44.16,likes_dogs_better_than_people,no_special_skills
Doberman Pinscher,Female,11.3,26.58,77.63,likes_people_better_than_dogs,high_trainability
Border Collie,Male,13.2,20.51,40.97,likes_people_better_than_dogs,high_trainability
Barbet,Male,13.2,23.58,43.47,likes_dogs_better_than_people,no_special_skills
Chihuahua,Female,15.0,7.07,5.56,likes_dogs_better_than_people,barks_like_hell
Basset Hound,Female,12.7,12.58,48.19,likes_dogs_better_than_people,no_special_skills
Siberian Husky,Male,13.0,22.11,50.89,likes_everybody,barks_like_hell
Greyhound,Female,11.4,29.03,62.26,likes_dogs_better_than_people,no_special_skills
Rhodesian Ridgeback,Male,10.6,25.84,85.0,likes_people_better_than_dogs,no_special_skills
Australian Shepherd,Female,13.1,21.34,46.15,likes_people_better_than_dogs,high_trainability
Great Dane,Female,9.5,30.81,116.84,likes_dogs_better_than_people,no_special_skills
Beagle,Female,11.6,14.45,27.07,likes_dogs_better_than_people,no_special_skills
Giant Schnauzer,Female,13.7,26.82,67.63,likes_dogs_better_than_people,high_trainability
Dachshund,Male,14.8,8.54,25.55,likes_dogs_better_than_people,barks_like_hell
Cane Corso,Female,10.6,27.18,93.67,likes_dogs_better_than_people,no_special_skills
Golden Retriever,Female,11.1,23.5,58.56,likes_everybody,high_trainability
Doberman Pinscher,Female,11.0,27.05,72.36,likes_people_better_than_dogs,high_trainability
Boston Terrier,Male,11.3,15.95,18.66,likes_people_better_than_dogs,no_special_skills
Rhodesian Ridgeback,Male,11.1,25.38,85.0,likes_people_better_than_dogs,no_special_skills
Great Dane,Male,8.5,30.5,170.68,likes_dogs_better_than_people,no_special_skills
Rhodesian Ridgeback,Female,10.8,25.59,70.0,likes_people_better_than_dogs,no_special_skills
Boxer,Female,11.0,23.96,60.35,likes_people_better_than_dogs,no_special_skills
Dachshund,Female,12.7,8.76,23.34,likes_dogs_better_than_people,barks_like_hell
American Bulldog,Female,10.5,22.55,71.14,likes_dogs_better_than_people,no_special_skills
Australian Shepherd,Male,13.8,20.89,60.96,likes_people_better_than_dogs,high_trainability
Australian Shepherd,Female,13.5,22.03,44.6,likes_people_better_than_dogs,high_trainability
Cane Corso,Male,10.6,26.53,101.93,likes_dogs_better_than_people,no_special_skills
Golden Retriever,Female,10.5,23.25,62.11,likes_everybody,high_trainability
Pug,Male,13.9,11.1,15.54,likes_people_better_than_dogs,no_special_skills
Rottweiler,Male,9.6,25.2,119.3,likes_dogs_better_than_people,high_trainability
Rhodesian Ridgeback,Male,10.7,26.29,85.0,likes_people_better_than_dogs,no_special_skills
Great Dane,Female,8.6,30.5,125.45,likes_dogs_better_than_people,no_special_skills
Border Collie,Male,13.1,21.2,38.96,likes_people_better_than_dogs,high_trainability
Labrador Retriever,Male,11.2,23.11,74.73,likes_everybody,high_trainability
Pug,Male,14.1,12.43,16.06,likes_people_better_than_dogs,no_special_skills
Basset Hound,Male,12.3,13.69,56.41,likes_dogs_better_than_people,no_special_skills
Beagle,Female,11.5,13.97,22.01,likes_dogs_better_than_people,no_special_skills
Doberman Pinscher,Female,11.0,26.78,65.52,likes_people_better_than_dogs,high_trainability
Pug,Male,13.7,12.59,14.73,likes_people_better_than_dogs,no_special_skills
American Bulldog,Male,10.9,23.32,84.0,likes_dogs_better_than_people,no_special_skills
Giant Schnauzer,Male,13.8,26.07,69.85,likes_dogs_better_than_people,high_trainability
American Bulldog,Female,10.9,23.42,69.32,likes_dogs_better_than_people,no_special_skills
Chihuahua,Female,14.5,6.55,5.34,likes_dogs_better_than_people,barks_like_hell
Basset Hound,Male,12.4,13.79,52.51,likes_dogs_better_than_people,no_special_skills
Rhodesian Ridgeback,Female,11.0,26.55,70.0,likes_people_better_than_dogs,no_special_skills
Labrador Retriever,Female,11.0,23.19,65.06,likes_everybody,high_trainability
Barbet,Male,12.8,21.59,48.23,likes_dogs_better_than_people,no_special_skills
Boston Terrier,Male,12.0,15.6,18.97,likes_people_better_than_dogs,no_special_skills
Chihuahua,Female,15.0,6.65,5.25,likes_dogs_better_than_people,barks_like_hell
Beagle,Male,13.0,15.33,17.92,likes_dogs_better_than_people,no_special_skills
Bloodhound,Female,10.5,25.96,88.95,likes_dogs_better_than_people,barks_like_hell
Pug,Male,14.0,10.4,16.79,likes_people_better_than_dogs,no_special_skills
Giant Schnauzer,Female,13.7,26.67,67.86,likes_dogs_better_than_people,high_trainability
Bloodhound,Male,11.4,26.71,103.01,likes_dogs_better_than_people,barks_like_hell
Golden Retriever,Male,11.4,23.41,67.61,likes_everybody,high_trainability
Bloodhound,Female,10.9,26.33,90.24,likes_dogs_better_than_people,barks_like_hell
Barbet,Male,13.4,22.23,49.33,likes_dogs_better_than_people,no_special_skills
Border Collie,Female,14.0,19.15,40.7,likes_people_better_than_dogs,high_trainability
Great Dane,Male,8.0,31.64,165.79,likes_dogs_better_than_people,no_special_skills
Great Dane,Male,8.6,31.12,164.04,likes_dogs_better_than_people,no_special_skills
Tibetan Mastiff,Male,10.8,27.88,110.85,likes_dogs_better_than_people,no_special_skills
Greyhound,Male,11.5,29.35,66.62,likes_dogs_better_than_people,no_special_skills
Rottweiler,Female,9.9,25.76,89.85,likes_dogs_better_than_people,high_trainability
Tibetan Mastiff,Female,11.0,26.06,94.03,likes_dogs_better_than_people,no_special_skills
Dachshund,Male,13.3,8.85,23.09,likes_dogs_better_than_people,barks_like_hell
French Bulldog,Male,11.2,11.64,26.4,likes_people_better_than_dogs,no_special_skills
Rottweiler,Male,9.5,26.22,122.01,likes_dogs_better_than_people,high_trainability
Belgian Malinois,Female,14.9,25.05,47.01,likes_dogs_better_than_people,high_trainability
Labrador Retriever,Male,10.7,23.71,73.09,likes_everybody,high_trainability
Beagle,Female,11.2,14.27,24.41,likes_dogs_better_than_people,no_special_skills
Tibetan Mastiff,Female,10.7,27.15,107.23,likes_dogs_better_than_people,no_special_skills
Rottweiler,Male,9.7,25.97,116.21,likes_dogs_better_than_people,high_trainability
American Bulldog,Male,10.4,24.62,84.19,likes_dogs_better_than_people,no_special_skills
Boston Terrier,Male,12.1,16.15,18.11,likes_people_better_than_dogs,no_special_skills
Cane Corso,Male,10.4,26.38,104.25,likes_dogs_better_than_people,no_special_skills
Dachshund,Female,12.8,8.65,22.65,likes_dogs_better_than_people,barks_like_hell
Beagle,Female,12.0,13.75,23.53,likes_dogs_better_than_people,no_special_skills
Boxer,Female,10.5,24.18,61.02,likes_people_better_than_dogs,no_special_skills
Beagle,Male,12.2,15.26,17.51,likes_dogs_better_than_people,no_special_skills
American Bulldog,Female,11.2,21.78,68.08,likes_dogs_better_than_people,no_special_skills
Rottweiler,Male,9.5,25.15,118.11,likes_dogs_better_than_people,high_trainability
Boston Terrier,Male,11.7,15.78,21.96,likes_people_better_than_dogs,no_special_skills
Rhodesian Ridgeback,Female,10.3,25.53,70.0,likes_people_better_than_dogs,no_special_skills
Rottweiler,Female,9.8,25.03,92.02,likes_dogs_better_than_people,high_trainability
Rhodesian Ridgeback,Female,10.9,25.84,70.0,likes_people_better_than_dogs,no_special_skills
Bloodhound,Female,10.3,26.1,90.27,likes_dogs_better_than_people,barks_like_hell
Siberian Husky,Male,12.9,22.6,53.84,likes_everybody,barks_like_hell
Labrador Retriever,Female,10.4,23.46,62.43,likes_everybody,high_trainability
Doberman Pinscher,Male,10.6,26.9,85.38,likes_people_better_than_dogs,high_trainability
Giant Schnauzer,Female,13.0,26.85,64.44,likes_dogs_better_than_people,high_trainability
Dachshund,Female,13.8,8.41,20.25,likes_dogs_better_than_people,barks_like_hell
American Bulldog,Male,10.7,23.4,87.84,likes_dogs_better_than_people,no_special_skills
American Bulldog,Male,10.8,24.42,86.91,likes_dogs_better_than_people,no_special_skills
Plott Hound,Male,13.0,23.65,57.07,likes_nobody,no_special_skills
Australian Shepherd,Male,13.4,21.94,56.11,likes_people_better_than_dogs,high_trainability
Labrador Retriever,Male,10.0,24.05,77.15,likes_everybody,high_trainability
Barbet,Male,12.9,21.27,49.45,likes_dogs_better_than_people,no_special_skills
Cane Corso,Male,11.3,25.85,104.21,likes_dogs_better_than_people,no_special_skills
Cocker Spaniel,Female,13.1,15.1,21.81,likes_everybody,no_special_skills
Plott Hound,Female,12.8,23.19,48.7,likes_nobody,no_special_skills
Bloodhound,Female,11.5,26.11,91.02,likes_dogs_better_than_people,barks_like_hell
Pug,Female,13.5,11.88,16.07,likes_people_better_than_dogs,no_special_skills
Boston Terrier,Female,11.6,15.63,17.3,likes_people_better_than_dogs,no_special_skills
Barbet,Male,13.0,22.34,42.82,likes_dogs_better_than_people,no_special_skills
Rhodesian Ridgeback,Male,10.9,26.16,85.0,likes_people_better_than_dogs,no_special_skills
Boston Terrier,Male,12.2,16.24,21.1,likes_people_better_than_dogs,no_special_skills
Barbet,Male,13.3,21.01,50.14,likes_dogs_better_than_people,no_special_skills
Labrador Retriever,Male,11.0,23.31,73.09,likes_everybody,high_trainability
Siberian Husky,Male,12.7,21.41,58.23,likes_everybody,barks_like_hell
Pug,Female,14.1,10.56,14.33,likes_people_better_than_dogs,no_special_skills
Doberman Pinscher,Female,10.3,27.0,66.68,likes_people_better_than_dogs,high_trainability
Cane Corso,Female,10.7,25.89,94.65,likes_dogs_better_than_people,no_special_skills
Plott Hound,Female,12.9,23.31,42.43,likes_nobody,no_special_skills
Border Collie,Male,13.7,21.01,48.76,likes_people_better_than_dogs,high_trainability
French Bulldog,Male,11.2,12.13,23.26,likes_people_better_than_dogs,no_special_skills
Australian Shepherd,Female,13.6,22.34,47.26,likes_people_better_than_dogs,high_trainability
Doberman Pinscher,Female,10.4,26.8,69.89,likes_people_better_than_dogs,high_trainability
Great Dane,Female,9.1,30.96,124.51,likes_dogs_better_than_people,no_special_skills
Great Dane,Female,7.3,31.1,126.07,likes_dogs_better_than_people,no_special_skills
Chihuahua,Female,15.1,6.12,4.99,likes_dogs_better_than_people,barks_like_hell
Belgian Malinois,Male,15.1,24.99,67.8,likes_dogs_better_than_people,high_trainability
Beagle,Male,13.5,14.43,18.4,likes_dogs_better_than_people,no_special_skills
Barbet,Male,13.5,22.2,45.68,likes_dogs_better_than_people,no_special_skills
Rottweiler,Male,9.7,24.51,111.52,likes_dogs_better_than_people,high_trainability
Golden Retriever,Male,11.3,23.84,63.87,likes_everybody,high_trainability
Great Dane,Female,8.2,31.4,126.08,likes_dogs_better_than_people,no_special_skills
Giant Schnauzer,Female,12.4,26.6,63.61,likes_dogs_better_than_people,high_trainability
Bloodhound,Male,11.3,26.14,99.95,likes_dogs_better_than_people,barks_like_hell
Tibetan Mastiff,Male,10.8,27.73,104.03,likes_dogs_better_than_people,no_special_skills
French Bulldog,Male,10.7,11.82,22.19,likes_people_better_than_dogs,no_special_skills
Labrador Retriever,Male,11.4,23.37,71.9,likes_everybody,high_trainability
Belgian Malinois,Female,15.3,24.71,51.62,likes_dogs_better_than_people,high_trainability
Rhodesian Ridgeback,Male,11.9,25.94,85.0,likes_people_better_than_dogs,no_special_skills
Golden Retriever,Female,10.8,23.34,61.83,likes_everybody,high_trainability
Cocker Spaniel,Female,12.3,14.78,22.28,likes_everybody,no_special_skills
Cocker Spaniel,Female,12.2,14.89,21.44,likes_everybody,no_special_skills
Golden Retriever,Female,11.0,23.44,57.6,likes_everybody,high_trainability
Labrador Retriever,Female,10.8,23.39,61.53,likes_everybody,high_trainability
Dachshund,Female,13.0,8.26,26.15,likes_dogs_better_than_people,barks_like_hell
American Bulldog,Female,10.9,20.86,74.99,likes_dogs_better_than_people,no_special_skills
Bloodhound,Male,10.8,26.09,102.16,likes_dogs_better_than_people,barks_like_hell
Barbet,Male,13.3,20.04,41.86,likes_dogs_better_than_people,no_special_skills
Giant Schnauzer,Female,13.6,26.52,62.33,likes_dogs_better_than_people,high_trainability
Golden Retriever,Male,12.0,23.33,69.96,likes_everybody,high_trainability
Barbet,Female,13.0,22.19,47.37,likes_dogs_better_than_people,no_special_skills
Rhodesian Ridgeback,Male,11.3,25.44,85.0,likes_people_better_than_dogs,no_special_skills
Labrador Retriever,Male,10.9,23.09,73.71,likes_everybody,high_trainability
Pug,Male,13.5,11.9,15.93,likes_people_better_than_dogs,no_special_skills
Greyhound,Male,11.6,29.36,66.2,likes_dogs_better_than_people,no_special_skills
American Bulldog,Female,10.9,21.66,72.87,likes_dogs_better_than_people,no_special_skills
Beagle,Male,12.1,15.58,17.66,likes_dogs_better_than_people,no_special_skills
Siberian Husky,Male,12.8,22.45,57.52,likes_everybody,barks_like_hell
Barbet,Female,13.0,22.38,47.44,likes_dogs_better_than_people,no_special_skills
Pug,Female,14.0,11.48,15.68,likes_people_better_than_dogs,no_special_skills
Plott Hound,Female,13.0,22.63,43.93,likes_nobody,no_special_skills
French Bulldog,Male,11.1,11.53,24.11,likes_people_better_than_dogs,no_special_skills
Great Dane,Female,8.6,30.8,130.13,likes_dogs_better_than_people,no_special_skills
Giant Schnauzer,Male,13.1,26.65,80.25,likes_dogs_better_than_people,high_trainability
Beagle,Male,11.6,14.75,18.68,likes_dogs_better_than_people,no_special_skills
Plott Hound,Female,13.5,22.25,50.12,likes_nobody,no_special_skills
Australian Shepherd,Male,13.1,20.99,55.45,likes_people_better_than_dogs,high_trainability
Greyhound,Male,11.5,28.93,68.77,likes_dogs_better_than_people,no_special_skills
Dachshund,Female,14.0,8.51,22.98,likes_dogs_better_than_people,barks_like_hell
Plott Hound,Male,13.1,23.45,51.23,likes_nobody,no_special_skills
Dachshund,Male,13.9,8.61,19.87,likes_dogs_better_than_people,barks_like_hell
Boxer,Male,11.0,23.98,76.57,likes_people_better_than_dogs,no_special_skills
Cocker Spaniel,Female,13.1,14.79,22.78,likes_everybody,no_special_skills
Greyhound,Female,11.0,29.46,60.53,likes_dogs_better_than_people,no_special_skills
Golden Retriever,Male,10.9,23.38,71.49,likes_everybody,high_trainability
Rhodesian Ridgeback,Female,11.1,26.16,70.0,likes_people_better_than_dogs,no_special_skills
Greyhound,Male,12.0,29.16,67.69,likes_dogs_better_than_people,no_special_skills
Border Collie,Male,13.3,19.59,46.57,likes_people_better_than_dogs,high_trainability
Boston Terrier,Male,11.9,15.7,15.9,likes_people_better_than_dogs,no_special_skills
Rottweiler,Male,9.3,24.23,113.26,likes_dogs_better_than_people,high_trainability
Belgian Malinois,Female,15.0,25.02,50.78,likes_dogs_better_than_people,high_trainability
Bloodhound,Male,11.3,26.04,99.12,likes_dogs_better_than_people,barks_like_hell
Cocker Spaniel,Male,12.2,15.03,27.39,likes_everybody,no_special_skills
Tibetan Mastiff,Female,10.8,25.62,96.38,likes_dogs_better_than_people,no_special_skills
Cocker Spaniel,Male,12.4,15.15,26.46,likes_everybody,no_special_skills
American Bulldog,Female,10.9,22.25,65.05,likes_dogs_better_than_people,no_special_skills
Boston Terrier,Male,11.9,15.98,17.0,likes_people_better_than_dogs,no_special_skills
Doberman Pinscher,Male,10.8,26.82,82.52,likes_people_better_than_dogs,high_trainability
Border Collie,Male,12.7,20.13,40.0,likes_people_better_than_dogs,high_trainability
Tibetan Mastiff,Male,11.2,28.03,110.32,likes_dogs_better_than_people,no_special_skills
Belgian Malinois,Male,14.3,25.24,69.08,likes_dogs_better_than_people,high_trainability
Greyhound,Female,11.1,28.78,62.16,likes_dogs_better_than_people,no_special_skills
American Bulldog,Male,11.0,23.64,84.25,likes_dogs_better_than_people,no_special_skills
Rottweiler,Male,9.4,25.07,117.04,likes_dogs_better_than_people,high_trainability
Boston Terrier,Male,11.8,15.69,16.97,likes_people_better_than_dogs,no_special_skills
Plott Hound,Female,12.6,23.95,45.11,likes_nobody,no_special_skills
Doberman Pinscher,Male,10.9,27.22,81.51,likes_people_better_than_dogs,high_trainability
Bloodhound,Female,10.6,25.54,85.55,likes_dogs_better_than_people,barks_like_hell
Border Collie,Male,12.6,20.31,35.53,likes_people_better_than_dogs,high_trainability
Golden Retriever,Female,11.8,23.64,60.04,likes_everybody,high_trainability
Dachshund,Female,14.8,8.19,24.39,likes_dogs_better_than_people,barks_like_hell
Border Collie,Male,14.0,21.32,46.96,likes_people_better_than_dogs,high_trainability
American Bulldog,Female,11.1,22.14,69.02,likes_dogs_better_than_people,no_special_skills
Plott Hound,Female,13.3,23.32,50.52,likes_nobody,no_special_skills
Bloodhound,Male,11.4,26.22,101.85,likes_dogs_better_than_people,barks_like_hell
Cocker Spaniel,Female,11.8,15.21,23.65,likes_everybody,no_special_skills
Boxer,Male,11.4,24.22,72.92,likes_people_better_than_dogs,no_special_skills
Basset Hound,Male,12.7,12.3,54.11,likes_dogs_better_than_people,no_special_skills
Chihuahua,Male,14.9,6.75,4.86,likes_dogs_better_than_people,barks_like_hell
Australian Shepherd,Male,15.2,22.03,59.62,likes_people_better_than_dogs,high_trainability
Golden Retriever,Male,10.8,23.36,69.97,likes_everybody,high_trainability
Great Dane,Male,7.5,31.66,161.34,likes_dogs_better_than_people,no_special_skills
Australian Shepherd,Female,14.4,21.94,48.89,likes_people_better_than_dogs,high_trainability
Great Dane,Female,8.7,31.06,124.02,likes_dogs_better_than_people,no_special_skills
French Bulldog,Female,11.3,12.34,22.28,likes_people_better_than_dogs,no_special_skills
Siberian Husky,Female,12.2,22.43,42.41,likes_everybody,barks_like_hell
Doberman Pinscher,Male,11.9,27.09,82.3,likes_people_better_than_dogs,high_trainability
Dachshund,Male,14.1,8.69,22.41,likes_dogs_better_than_people,barks_like_hell
Rottweiler,Male,9.6,25.68,110.51,likes_dogs_better_than_people,high_trainability
Beagle,Female,11.7,14.03,25.47,likes_dogs_better_than_people,no_special_skills
Greyhound,Male,10.4,29.44,68.29,likes_dogs_better_than_people,no_special_skills
Beagle,Female,13.0,13.67,26.55,likes_dogs_better_than_people,no_special_skills
Great Dane,Male,8.9,30.76,156.09,likes_dogs_better_than_people,no_special_skills
Beagle,Male,11.2,14.88,15.79,likes_dogs_better_than_people,no_special_skills
Rottweiler,Female,9.7,26.09,90.41,likes_dogs_better_than_people,high_trainability
Cane Corso,Male,10.4,26.65,104.51,likes_dogs_better_than_people,no_special_skills
Golden Retriever,Female,10.6,23.37,58.76,likes_everybody,high_trainability
French Bulldog,Male,11.0,11.61,25.7,likes_people_better_than_dogs,no_special_skills
Doberman Pinscher,Male,10.6,26.85,85.63,likes_people_better_than_dogs,high_trainability
Golden Retriever,Female,10.7,23.47,59.77,likes_everybody,high_trainability
American Bulldog,Male,10.9,23.87,83.42,likes_dogs_better_than_people,no_special_skills
American Bulldog,Male,11.1,22.03,80.5,likes_dogs_better_than_people,no_special_skills
Greyhound,Female,12.4,29.0,63.24,likes_dogs_better_than_people,no_special_skills
Great Dane,Female,8.6,30.78,122.23,likes_dogs_better_than_people,no_special_skills
French Bulldog,Female,11.6,11.46,22.77,likes_people_better_than_dogs,no_special_skills
Beagle,Female,11.7,14.44,25.85,likes_dogs_better_than_people,no_special_skills
Dachshund,Male,12.9,8.62,23.36,likes_dogs_better_than_people,barks_like_hell
Beagle,Female,11.6,15.06,24.39,likes_dogs_better_than_people,no_special_skills
Basset Hound,Female,12.4,12.36,52.42,likes_dogs_better_than_people,no_special_skills
French Bulldog,Female,11.1,12.49,18.83,likes_people_better_than_dogs,no_special_skills
Dachshund,Female,13.6,8.43,16.51,likes_dogs_better_than_people,barks_like_hell
Cocker Spaniel,Female,11.4,14.95,21.03,likes_everybody,no_special_skills
Chihuahua,Female,14.9,6.33,4.9,likes_dogs_better_than_people,barks_like_hell
Basset Hound,Female,12.2,13.27,56.84,likes_dogs_better_than_people,no_special_skills
Rottweiler,Male,9.4,25.63,122.66,likes_dogs_better_than_people,high_trainability
Tibetan Mastiff,Male,11.3,28.11,119.95,likes_dogs_better_than_people,no_special_skills
Cane Corso,Male,10.1,25.62,104.48,likes_dogs_better_than_people,no_special_skills
Rottweiler,Male,9.5,24.78,125.18,likes_dogs_better_than_people,high_trainability
Australian Shepherd,Female,13.3,21.14,46.04,likes_people_better_than_dogs,high_trainability
Pug,Male,13.3,10.79,15.41,likes_people_better_than_dogs,no_special_skills
Belgian Malinois,Female,15.4,24.93,50.25,likes_dogs_better_than_people,high_trainability
American Bulldog,Male,11.0,23.21,90.21,likes_dogs_better_than_people,no_special_skills
Giant Schnauzer,Female,13.5,26.74,60.81,likes_dogs_better_than_people,high_trainability
Border Collie,Female,14.1,20.21,49.12,likes_people_better_than_dogs,high_trainability
Great Dane,Female,7.6,31.28,133.68,likes_dogs_better_than_people,no_special_skills
Dachshund,Male,14.5,8.29,26.17,likes_dogs_better_than_people,barks_like_hell
Bloodhound,Female,11.0,25.41,89.61,likes_dogs_better_than_people,barks_like_hell
Barbet,Female,12.9,21.07,40.17,likes_dogs_better_than_people,no_special_skills
American Bulldog,Male,10.9,23.49,83.87,likes_dogs_better_than_people,no_special_skills
Tibetan Mastiff,Male,11.1,27.97,121.55,likes_dogs_better_than_people,no_special_skills
Plott Hound,Male,12.2,21.71,53.51,likes_nobody,no_special_skills
Basset Hound,Female,12.5,12.87,48.29,likes_dogs_better_than_people,no_special_skills
Siberian Husky,Female,13.3,22.83,46.83,likes_everybody,barks_like_hell
Bloodhound,Female,10.6,26.22,87.81,likes_dogs_better_than_people,barks_like_hell
Great Dane,Male,8.7,31.42,156.03,likes_dogs_better_than_people,no_special_skills
Dachshund,Male,12.7,8.53,24.05,likes_dogs_better_than_people,barks_like_hell
Plott Hound,Female,13.0,23.36,49.15,likes_nobody,no_special_skills
Rottweiler,Female,8.9,26.02,90.38,likes_dogs_better_than_people,high_trainability
French Bulldog,Female,11.4,11.86,23.16,likes_people_better_than_dogs,no_special_skills
Beagle,Female,13.4,14.28,25.31,likes_dogs_better_than_people,no_special_skills
Dachshund,Female,14.2,8.47,22.78,likes_dogs_better_than_people,barks_like_hell
Tibetan Mastiff,Female,11.2,26.36,98.78,likes_dogs_better_than_people,no_special_skills
Border Collie,Female,13.2,20.8,48.34,likes_people_better_than_dogs,high_trainability
Rhodesian Ridgeback,Female,11.3,25.67,70.0,likes_people_better_than_dogs,no_special_skills
Basset Hound,Female,12.5,13.38,58.75,likes_dogs_better_than_people,no_special_skills
Cane Corso,Female,10.2,26.12,89.93,likes_dogs_better_than_people,no_special_skills
Chihuahua,Female,15.3,5.87,4.56,likes_dogs_better_than_people,barks_like_hell
Golden Retriever,Female,11.3,23.57,61.35,likes_everybody,high_trainability
Plott Hound,Male,13.4,22.88,56.34,likes_nobody,no_special_skills
Boston Terrier,Male,11.6,15.79,12.82,likes_people_better_than_dogs,no_special_skills
Australian Shepherd,Female,12.6,21.22,47.39,likes_people_better_than_dogs,high_trainability
Golden Retriever,Male,10.8,23.29,67.99,likes_everybody,high_trainability
Dachshund,Female,13.7,8.57,20.86,likes_dogs_better_than_people,barks_like_hell
Cocker Spaniel,Male,11.8,15.0,27.92,likes_everybody,no_special_skills
Dachshund,Female,13.9,8.57,23.31,likes_dogs_better_than_people,barks_like_hell
Tibetan Mastiff,Male,11.4,27.77,104.76,likes_dogs_better_than_people,no_special_skills
Dachshund,Female,14.4,7.99,23.92,likes_dogs_better_than_people,barks_like_hell
Cane Corso,Male,10.5,26.47,108.84,likes_dogs_better_than_people,no_special_skills
Cane Corso,Female,11.2,25.58,92.39,likes_dogs_better_than_people,no_special_skills
Cocker Spaniel,Male,11.3,15.07,28.5,likes_everybody,no_special_skills
Giant Schnauzer,Male,13.7,26.32,74.48,likes_dogs_better_than_people,high_trainability
Pug,Male,14.3,11.24,15.65,likes_people_better_than_dogs,no_special_skills
American Bulldog,Male,10.7,25.22,90.66,likes_dogs_better_than_people,no_special_skills
Chihuahua,Female,15.1,7.32,5.03,likes_dogs_better_than_people,barks_like_hell
Boston Terrier,Male,11.3,15.53,19.39,likes_people_better_than_dogs,no_special_skills
Boston Terrier,Male,12.1,16.37,15.21,likes_people_better_than_dogs,no_special_skills
Greyhound,Female,11.6,28.67,62.92,likes_dogs_better_than_people,no_special_skills
Dachshund,Male,14.4,8.5,28.61,likes_dogs_better_than_people,barks_like_hell
Doberman Pinscher,Female,11.1,27.32,77.52,likes_people_better_than_dogs,high_trainability
Bloodhound,Female,11.2,25.63,91.97,likes_dogs_better_than_people,barks_like_hell
Rottweiler,Female,9.6,24.77,90.3,likes_dogs_better_than_people,high_trainability
Bloodhound,Female,11.3,25.59,92.68,likes_dogs_better_than_people,barks_like_hell
Pug,Male,14.4,12.16,16.44,likes_people_better_than_dogs,no_special_skills
Bloodhound,Male,11.1,26.04,99.67,likes_dogs_better_than_people,barks_like_hell
Beagle,Female,13.2,14.17,22.79,likes_dogs_better_than_people,no_special_skills
Boxer,Male,11.3,24.02,72.28,likes_people_better_than_dogs,no_special_skills
Boston Terrier,Female,11.8,15.78,13.78,likes_people_better_than_dogs,no_special_skills
Cane Corso,Female,9.8,26.51,93.3,likes_dogs_better_than_people,no_special_skills
Great Dane,Female,9.4,31.11,119.36,likes_dogs_better_than_people,no_special_skills
Rhodesian Ridgeback,Female,10.6,25.77,70.0,likes_people_better_than_dogs,no_special_skills
Cane Corso,Female,10.6,26.7,95.52,likes_dogs_better_than_people,no_special_skills
Golden Retriever,Male,10.7,23.46,67.57,likes_everybody,high_trainability
French Bulldog,Female,11.0,12.15,20.88,likes_people_better_than_dogs,no_special_skills
Golden Retriever,Male,11.1,23.56,69.03,likes_everybody,high_trainability
French Bulldog,Female,11.0,11.98,22.43,likes_people_better_than_dogs,no_special_skills
Golden Retriever,Male,11.2,23.58,71.44,likes_everybody,high_trainability
Border Collie,Male,12.8,20.33,44.76,likes_people_better_than_dogs,high_trainability
Boston Terrier,Male,11.9,16.28,15.76,likes_people_better_than_dogs,no_special_skills
Plott Hound,Female,13.4,23.41,51.31,likes_nobody,no_special_skills
Boxer,Male,11.0,24.41,73.93,likes_people_better_than_dogs,no_special_skills
Tibetan Mastiff,Female,11.2,25.16,97.48,likes_dogs_better_than_people,no_special_skills
Dachshund,Female,14.2,8.58,28.92,likes_dogs_better_than_people,barks_like_hell
Great Dane,Female,8.3,30.65,111.8,likes_dogs_better_than_people,no_special_skills
Belgian Malinois,Male,14.8,24.82,66.43,likes_dogs_better_than_people,high_trainability
Belgian Malinois,Female,15.3,24.81,51.06,likes_dogs_better_than_people,high_trainability
Giant Schnauzer,Male,13.3,26.48,80.35,likes_dogs_better_than_people,high_trainability
Giant Schnauzer,Female,13.7,26.77,69.62,likes_dogs_better_than_people,high_trainability
